PO_ID,SUPPLIER_KEY,PRODUCT_KEY,WAREHOUSE_KEY,ORDER_QTY,RECEIVED_QTY,UNIT_COST,PO_AMOUNT,ORDER_DATE,PROMISED_DATE,RECEIVED_DATE
PO007245,SUP021,PRD0036,WH01,,1216,25.52,31032.32,28-Jun-2024,2024-07-18,07/18/2024
PO007246,SUP002,PRD0076,WH05,378,378,354.24,133902.72,2024-12-18,01/06/2025,10-Jan-2025
PO007247,SUP003,PRD0054,WH05,783,783,39.65,31045.95,2024-06-17,2024-07-22,2024-07-22
PO007248,SUP021,PRD0049,WH04,200,200,$239.50,"47,900.00",03/20/2025,2025-04-09,04/29/2025
PO007249,SUP016,PRD0051,WH06,1123,859,72.66,"$81,597.18",2024/02/03,2024/02/22,2024-02-22
PO007250,SUP003,PRD0002,WH01,155,155,270.53,"41,932.15",2024-09-01,06-Oct-2024,06-Oct-2024
PO007251,SUP024,PRD0018,WH01,1143,1143,162.04,"185,211.72",01/07/2025,2025-01-19,2025-01-17
PO007252,SUP022,PRD0037,WH03,1062,1062,361.55,383966.1,2024-10-25,2024/11/03,2024-11-03
PO007253,SUP013,PRD0053,WH01,1165,1165,241.84,281743.6,20-Feb-2025,2025-03-04,2025/03/12
PO007254,SUP021,PRD0049,WH05,482,482,239.5,115439.0,2024-05-02,2024-05-22,2024-05-22
PO007255,SUP005,PRD0068,WH05,927,927,364.7,338076.9,2024-10-27,2024-11-08,2024-11-26
PO007256,SUP021,PRD0001,WH05,408,408,358.98,"146,463.84",2025-05-29,2025-06-18,2025-06-17
PO007257,SUP020,PRD0056,WH01,1155,1155,111.86,129198.3,2024-08-14,2024/09/23,2024-09-23
PO007258,SUP013,PRD0053,WH04,263,263,241.84,63603.92,2024-04-16,2024-04-28,04/27/2024
PO007259,SUP005,PRD0068,WH04,1034,1034,364.7,377099.8,30-Jul-2025,2025-08-11,2025-08-08
PO007260,SUP021,PRD0049,WH01,582,582,239.5,139389.0,2025-06-13,2025-07-03,2025-07-01
PO007261,SUP008,PRD0029,WH04,823,823,61.83,50886.09,2025-04-07,18-Apr-2025,2025-04-17
PO007262,SUP023,PRD0008,WH02,1269,1269,$300.70,381588.3,2025-06-26,2025-07-07,2025-07-07
PO007263,SUP020,PRD0064,WH04,233,233,48.68,"11,342.44",06/13/2025,2025-07-23,2025-07-30
PO007264,SUP017,PRD0019,WH04,1200,1200,382.47,458964.0,2025/05/22,2025-05-31,2025-05-30
PO007265,SUP001,PRD0023,WH04,163,163,48.11,7841.93,12/12/2024,2024-12-24,2024-12-22
PO007266,SUP008,PRD0006,WH01,163,163,208.45,33977.35,01/14/2024,2024-01-25,2024-02-01
PO007267,SUP002,PRD0072,WH05,637,581,84.7,53953.9,2025-02-10,2025-03-01,28-Feb-2025
PO007268,SUP006,PRD0027,WH02,,908,299.68,"272,109.44",2024-07-04,2024-08-06,03-Aug-2024
PO007269,SUP005,PRD0007,WH01,1214,1214,22.74,27606.36,06/09/2025,2025-06-21,2025-06-19
PO007270,SUP019,PRD0074,WH05,919,919,,74668.75,2024-11-14,2024-12-19,2024-12-17
PO007271,SUP018,PRD0060,WH02,230,207,380.72,87565.6,09/07/2025,2025-10-18,2025-11-02
PO007272,SUP001,PRD0067,WH02,1358,1358,100.13,135976.54,2025-02-08,2025-02-20,02/18/2025
PO007273,SUP006,PRD0004,WH03,51,38,19.78,1008.78,2025-01-09,2025-02-11,2025-03-04
PO007274,SUP012,PRD0063,WH05,79,79,179.71,14197.09,17-Sep-2025,2025/09/27,2025-09-27
PO007275,SUP021,PRD0001,WH04,1069,1069,358.98,383749.62,19-Nov-2024,2024-12-09,2024/12/08
PO007276,SUP008,PRD0043,WH01,"1,455",1455,379.8,552609.0,2024-09-12,2024-09-23,21-Sep-2024
PO007277,SUP017,PRD0080,WH06,162,162,376.53,60997.86,2024-09-09,2024-09-18,2024-09-16
PO007278,SUP019,PRD0046,WH03,971,971,$84.95,"$82,486.45",2025-08-18,2025-09-22,
PO007279,SUP006,PRD0027,WH01,748,689,$299.68,224160.64,2025/05/29,2025-07-01,2025-06-28
PO007280,SUP024,PRD0018,WH05,184,184,162.04,29815.36,2024-04-21,2024-05-03,2024-05-02
PO007281,SUP018,PRD0016,WH01,419,378,234.54,"$98,272.26",2024-11-30,2025-01-10,01/09/2025
PO007282,SUP012,PRD0052,WH01,1185,1185,211.44,250556.4,2024-09-09,2024-09-19,2024-09-16
PO007283,SUP001,PRD0020,WH01,485,485,224.3,"108,785.50",2025-03-15,2025-03-27,2025-03-25
PO007284,SUP020,PRD0038,WH04,501,501,258.78,129648.78,02/05/2024,2024-03-16,03/13/2024
PO007285,SUP013,PRD0053,WH06,1102,994,241.84,266507.68,30-Apr-2025,2025-05-12,2025-05-12
PO007286,SUP008,PRD0029,WH03,1297,1297,61.83,"80,193.51",2025-05-19,05/30/2025,2025-05-30
PO007287,SUP020,PRD0055,WH01,205,205,270.14,55378.7,2024-06-03,07/13/2024,2024-07-10
PO007288,SUP012,PRD0041,WH05,1096,1096,169.67,185958.32,2024-04-12,2024-04-22,2024-04-20
PO007289,SUP020,PRD0056,WH04,492,492,111.86,,2025-03-02,2025-04-11,2025-04-10
PO007290,SUP018,PRD0060,WH06,187,187,$380.72,,2024-06-23,2024/08/03,2024-07-31
PO007291,SUP004,PRD0015,WH04,1492,1492,272.68,406838.56,2025-10-02,2025/10/17,2025-10-17
PO007292,SUP012,PRD0052,WH01,491,491,,103817.04,2025-06-11,2025-06-21,2025-06-18
PO007293,SUP018,PRD0060,WH06,630,486,380.72,239853.6,2025-10-11,2025-11-21,2025/11/20
PO007294,SUP003,PRD0002,WH01,113,113,,30569.89,2024-12-29,2025-02-02,2025-02-01
PO007295,SUP017,PRD0066,WH05,1065,1065,261.8,278817.0,2025-09-30,2025-10-09,10/09/2025
PO007296,SUP020,PRD0078,WH03,273,273,256.38,69991.74,2024-01-10,2024-02-19,2024-02-19
PO007297,SUP003,PRD0077,WH02,1401,,77.5,"108,577.50",2024-07-16,2024-08-20,08/20/2024
PO007298,SUP023,PRD0008,WH05,814,814,300.7,244769.8,02-Jan-2024,2024-01-13,2024-01-13
PO007299,SUP002,PRD0028,WH02,910,910,239.8,218218.0,2025-04-05,04/24/2025,2025-04-22
PO007300,SUP016,PRD0061,WH02,116,116,53.16,6166.56,2024-12-13,2025-01-01,2024-12-31
PO007301,SUP020,PRD0056,WH06,728,667,111.86,81434.08,2024-07-14,2024-08-23,2024-08-21
PO007302,SUP004,PRD0012,WH01,959,959,$75.81,72701.79,2024/07/26,2024/08/10,2024-08-08
PO007303,SUP002,PRD0072,WH01,688,688,84.7,"58,273.60",03/13/2025,2025-04-01,04/19/2025
PO007304,SUP010,PRD0010,WH04,166,166,42.31,,2024-05-02,2024-05-22,2024-05-20
PO007305,SUP019,PRD0074,WH02,634,634,81.25,51512.5,2024-12-15,2025-01-19,2025-01-16
PO007306,SUP019,PRD0074,WH04,,785,81.25,"63,781.25",2025-02-21,2025-03-28,2025-04-21
PO007307,SUP004,PRD0015,WH01,324,324,272.68,88348.32,06/12/2024,2024-06-27,07/14/2024
PO007308,SUP024,PRD0071,WH05,1370,1370,309.98,424672.6,2024-06-04,06/16/2024,2024-06-15
PO007309,SUP023,PRD0008,WH06,1248,1248,$300.70,375273.6,2024-08-28,2024/09/08,2024-09-07
PO007310,SUP004,PRD0012,WH06,1155,1155,75.81,87560.55,2025-02-06,2025-02-21,2025-02-19
PO007311,SUP021,PRD0045,WH02,100,100,215.43,21543.0,2024-06-21,2024-07-11,2024/07/10
PO007312,SUP017,PRD0080,WH01,405,405,376.53,"152,494.65",2024-09-14,09/23/2024,2024/09/20
PO007313,SUP016,PRD0051,WH03,352,352,72.66,25576.32,04-Jan-2025,2025-01-23,23-Jan-2025
PO007314,SUP008,PRD0029,WH04,"1,050",1050,61.83,64921.5,2024-05-06,2024-05-17,2024-05-14
PO007315,SUP024,PRD0050,WH06,624,624,105.09,65576.16,2025-01-21,2025-02-02,2025-02-02
PO007316,SUP006,PRD0004,WH06,229,229,19.78,4529.62,2024-04-03,2024-05-06,2024/05/05
PO007317,SUP004,PRD0047,WH04,327,327,247.68,,2024-04-06,21-Apr-2024,20-Apr-2024
PO007318,SUP002,PRD0035,WH02,157,,152.58,23955.06,2024-06-10,2024-06-29,22-Jul-2024
PO007319,SUP006,PRD0024,WH06,271,271,$214.65,58170.15,2024-07-13,2024-08-15,08/20/2024
PO007320,SUP002,PRD0035,WH01,294,294,152.58,"44,858.52",2024-01-21,02/09/2024,2024-02-06
PO007321,SUP024,PRD0018,WH06,1008,1008,162.04,163336.32,2025-10-15,2025-10-27,2025-10-25
PO007322,SUP024,PRD0011,WH05,,474,100.18,47485.32,2024-07-28,2024-08-09,2024-08-07
PO007323,SUP008,PRD0030,WH02,1431,1431,65.68,93988.08,2025-07-01,2025/07/12,2025-07-11
PO007324,SUP008,PRD0030,WH02,1356,1356,65.68,89062.08,05-Sep-2025,16-Sep-2025,2025-09-13
PO007325,SUP021,PRD0045,WH02,719,719,215.43,"$154,894.17",2025/06/28,2025-07-18,2025-07-15
PO007326,SUP020,PRD0055,WH04,149,149,270.14,40250.86,2025-07-19,28-Aug-2025,2025-08-26
PO007327,SUP012,PRD0063,WH05,1496,1496,179.71,268846.16,2024-03-09,2024-03-19,2024-03-18
PO007328,SUP001,PRD0023,WH03,844,,48.11,40604.84,2024-09-09,09/21/2024,2024-09-21
PO007329,SUP024,PRD0018,WH04,639,639,162.04,103543.56,2025-05-22,2025-06-03,2025-06-20
PO007330,SUP018,PRD0032,WH01,318,304,$160.48,"$51,032.64",2025/01/26,2025-03-08,2025-03-05
PO007331,SUP019,PRD0003,WH06,709,709,308.62,"$218,811.58",2024-01-04,2024/02/08,2024-02-08
PO007332,SUP010,PRD0042,WH01,319,319,134.36,42860.84,2025-01-20,2025-02-09,2025-02-09
PO007333,SUP012,PRD0041,WH06,"1,393",1393,169.67,"$236,350.31",2025-07-01,2025-07-11,09-Jul-2025
PO007334,SUP024,PRD0022,WH06,155,155,,50021.6,17-Jul-2025,,2025-07-28
PO007335,SUP006,PRD0024,WH04,1188,1188,214.65,"255,004.20",2024/09/18,2024-10-21,2024-10-21
PO007336,SUP012,PRD0052,WH06,1094,"1,094",211.44,231315.36,2024-06-09,2024/06/19,06/18/2024
PO007337,SUP020,PRD0056,WH04,1053,1053,111.86,117788.58,2024-07-29,2024-09-07,2024-09-21
PO007338,SUP008,PRD0030,WH05,50,50,65.68,3284.0,2024/07/20,07/31/2024,2024-07-30
PO007339,SUP002,PRD0031,WH01,1480,"1,309",73.98,109490.4,2024-08-23,2024-09-11,2024-09-11
PO007340,SUP010,PRD0010,WH03,105,105,42.31,4442.55,2024/07/24,08/13/2024,08/11/2024
PO007341,SUP017,PRD0066,WH05,741,741,261.8,"193,993.80",2024-11-06,15-Nov-2024,11/15/2024
PO007342,SUP017,PRD0026,WH06,605,605,347.66,210334.3,01/28/2024,2024-02-06,2024-02-06
PO007343,SUP002,PRD0028,WH02,959,959,239.8,229968.2,07/06/2024,2024-07-25,25-Jul-2024
PO007344,SUP002,PRD0035,WH01,1085,806,152.58,"$165,549.30",08/01/2024,2024/08/20,2024-08-31
PO007345,SUP020,PRD0056,WH06,776,776,111.86,86803.36,04/14/2024,05/24/2024,2024-06-12
PO007346,SUP006,PRD0024,WH02,599,537,214.65,128575.35,2025-08-19,2025-09-21,2025-10-01
PO007347,SUP020,PRD0056,WH05,1369,1369,111.86,153136.34,04/04/2025,14-May-2025,2025-05-12
PO007348,SUP024,PRD0011,WH06,389,389,100.18,38970.02,12-Sep-2025,2025-09-24,2025/09/21
PO007349,SUP016,PRD0061,WH05,248,248,53.16,13183.68,2025-01-16,02/04/2025,2025/02/01
PO007350,SUP003,PRD0002,WH05,352,277,270.53,"$95,226.56",03/15/2024,2024-04-19,2024-04-18
PO007351,SUP008,PRD0043,WH01,875,875,379.8,332325.0,2025-09-07,2025-09-18,16-Sep-2025
PO007352,SUP020,PRD0038,WH01,571,571,258.78,147763.38,2024-11-07,2024-12-17,2024-12-14
PO007353,SUP002,PRD0031,WH01,-100,983,73.98,72722.34,2025-04-10,2025-04-29,04/27/2025
PO007354,SUP013,PRD0053,WH06,572,572,241.84,138332.48,2024-09-16,2024-09-28,12-Oct-2024
PO007355,SUP021,PRD0036,WH04,612,449,25.52,"$15,618.24",2024-12-02,2024-12-22,21-Dec-2024
PO007356,SUP004,PRD0057,WH04,292,292,$63.37,"18,504.04",2024-11-28,13-Dec-2024,12/13/2024
PO007357,SUP008,PRD0065,WH06,325,325,335.57,109060.25,2024-07-12,07/23/2024,2024-07-20
PO007358,SUP017,PRD0066,WH05,780,780,,204204.0,2025-01-12,2025-01-21,2025-01-19
PO007359,SUP017,PRD0019,WH06,1227,1227,382.47,469290.69,2025-05-13,2025-05-22,2025-05-21
PO007360,SUP009,PRD0044,WH01,628,628,216.5,"$135,962.00",2024-01-14,2024-01-25,2024-01-23
PO007361,SUP004,PRD0047,WH03,98,98,247.68,24272.64,30-Mar-2024,2024-04-14,2024-04-12
PO007362,SUP021,PRD0049,WH06,759,759,239.5,181780.5,26-Jul-2025,15-Aug-2025,08/28/2025
PO007363,SUP024,PRD0079,WH01,58,58,124.03,7193.74,2025-01-22,02/03/2025,2025-02-26
PO007364,SUP004,PRD0021,WH05,219,219,170.55,37350.45,2025-10-24,2025-11-08,2025-11-22
PO007365,SUP004,PRD0047,WH02,190,190,247.68,47059.2,2025-02-15,02-Mar-2025,2025/02/28
PO007366,SUP016,PRD0025,WH05,778,658,$167.97,130680.66,2025-03-20,2025-04-08,2025-04-24
PO007367,SUP024,PRD0022,WH04,1230,"1,230",322.72,396945.6,09/03/2025,2025-09-15,2025-09-12
PO007368,SUP024,PRD0018,WH04,1173,"1,173",162.04,190072.92,2025-03-25,04/06/2025,2025-04-04
PO007369,SUP023,PRD0008,WH04,940,940,300.7,282658.0,12-Aug-2024,2024-08-23,08/22/2024
PO007370,SUP024,PRD0011,WH05,799,799,100.18,80043.82,2024-12-25,2025/01/06,2025-01-05
PO007371,SUP013,PRD0053,WH03,1379,1379,241.84,333497.36,2024-06-09,2024-06-21,2024-06-21
PO007372,SUP024,PRD0022,WH06,"1,382",1382,322.72,445999.04,2024-08-15,2024-08-27,2024-08-26
PO007373,SUP008,PRD0029,WH04,846,846,61.83,52308.18,04/07/2025,2025-04-18,2025-04-18
PO007374,SUP021,PRD0049,WH05,364,364,239.5,87178.0,2024-04-11,2024-05-01,04/28/2024
PO007375,SUP002,PRD0076,WH04,1264,1183,354.24,447759.36,2025-04-01,2025-04-20,2025-04-20
PO007376,SUP020,PRD0064,WH05,449,323,48.68,21857.32,02/01/2025,,2025-03-18
PO007377,SUP020,PRD0064,WH01,198,163,48.68,9638.64,28-Jul-2024,2024-09-06,05-Sep-2024
PO007378,SUP018,PRD0032,WH06,1064,1064,160.48,170750.72,2024-01-31,2024-03-12,09-Mar-2024
PO007379,SUP013,PRD0053,WH06,,968,241.84,"256,592.24",2025-04-24,05/06/2025,2025-05-04
PO007380,SUP001,PRD0062,WH05,705,705,184.46,130044.3,2025-07-14,2025-07-26,2025-07-24
PO007381,SUP006,PRD0027,WH03,1179,"1,048",299.68,353322.72,11-May-2025,2025-06-13,2025-06-13
PO007382,SUP001,PRD0062,WH05,327,327,184.46,"$60,318.42",10/13/2024,2024-10-25,2024-10-24
PO007383,SUP001,PRD0020,WH02,1355,1355,224.3,303926.5,2025-03-20,04/01/2025,2025-03-31
PO007384,SUP020,PRD0064,WH02,1067,"1,067",48.68,,2024-10-09,2024-11-18,2024-11-18
PO007385,SUP001,PRD0067,WH04,1192,1192,100.13,"$119,354.96",2024-08-31,2024-09-12,2024-09-10
PO007386,SUP001,PRD0020,WH02,271,271,224.3,60785.3,2024-08-10,2024-08-22,2024-08-19
PO007387,SUP002,PRD0031,WH03,1481,1481,73.98,109564.38,2024/05/23,11-Jun-2024,2024-06-10
PO007388,SUP024,PRD0022,WH06,1085,1085,322.72,350151.2,2025-10-21,2025-11-02,2025-11-02
PO007389,SUP002,PRD0076,WH01,1287,"1,227",354.24,455906.88,2025-03-29,2025-04-17,04/15/2025
PO007390,SUP024,PRD0050,WH01,1420,1420,$105.09,149227.8,04/28/2024,2024-05-10,2024-05-08
PO007391,SUP024,PRD0011,WH02,180,180,100.18,18032.4,11-Aug-2025,2025-08-23,2025/08/21
PO007392,SUP004,PRD0012,WH06,1382,1382,75.81,104769.42,2024-04-12,2024-04-27,2024-05-20
PO007393,SUP020,PRD0055,WH04,769,769,270.14,207737.66,2025-02-07,2025/03/19,2025-03-16
PO007394,SUP010,PRD0042,WH06,1277,"1,277",$134.36,171577.72,2024-04-22,05/12/2024,2024-05-09
PO007395,SUP008,PRD0029,WH03,1005,1005,61.83,62139.15,02-Sep-2024,2024-09-13,2024-09-13
PO007396,SUP017,PRD0066,WH02,"1,345",1345,261.8,352121.0,2025-03-23,04/01/2025,2025/04/01
PO007397,SUP024,PRD0011,WH04,"1,137",1137,100.18,113904.66,2025-11-10,11/22/2025,2025-11-20
PO007398,SUP003,PRD0077,WH02,702,600,77.5,54405.0,05-Nov-2025,2025-12-10,2025-12-16
PO007399,SUP012,PRD0063,WH01,713,713,$179.71,128133.23,,09/10/2025,2025-09-08
PO007400,SUP005,PRD0007,WH01,534,534,22.74,12143.16,06/09/2024,21-Jun-2024,20-Jun-2024
PO007401,SUP019,PRD0003,WH04,598,598,308.62,184554.76,2024-03-04,2024-04-08,2024-04-19
PO007402,SUP001,PRD0020,WH02,403,,224.3,90392.9,2025-09-07,2025-09-19,2025-09-16
PO007403,SUP006,PRD0034,WH04,1038,1038,103.51,,2025-09-19,10/22/2025,2025-10-19
PO007404,SUP019,PRD0074,WH06,906,906,81.25,73612.5,2024/07/08,2024/08/12,2024-08-10
PO007405,SUP018,PRD0032,WH04,1428,1428,160.48,229165.44,2024/01/14,2024-02-24,2024-02-23
PO007406,SUP003,PRD0048,WH03,839,793,374.70,314373.3,16-Mar-2025,2025-04-20,2025-04-30
PO007407,SUP019,PRD0003,WH03,,1392,308.62,,2024-02-21,2024-03-27,2024-03-25
PO007408,SUP024,PRD0071,WH05,79,79,$309.98,24488.42,28-Jan-2024,2024-02-09,02/09/2024
PO007409,SUP017,PRD0066,WH06,430,430,$261.80,112574.0,2025-09-29,2025-10-08,2025-10-08
PO007410,SUP019,PRD0046,WH01,1366,1070,$84.95,116041.7,03-Dec-2024,2025-01-07,2025-01-07
PO007411,SUP006,PRD0027,WH02,570,570,299.68,170817.6,2024-03-17,19-Apr-2024,2024-04-17
PO007412,SUP003,PRD0054,WH06,637,501,39.65,25257.05,2025/03/21,2025-04-25,04/25/2025
PO007413,SUP018,PRD0017,WH05,101,80,296.9,29986.9,08-Sep-2024,2024-10-19,2024-11-01
PO007414,SUP020,PRD0056,WH01,1133,1133,111.86,126737.38,2024-12-30,02/08/2025,2025/02/12
PO007415,SUP004,PRD0047,WH03,1020,1020,247.68,252633.6,2025-09-03,,2025-09-15
PO007416,SUP021,PRD0036,WH04,996,996,25.52,25417.92,2024-06-10,2024-06-30,2024/06/28
PO007417,SUP024,PRD0050,WH03,1108,"1,108",105.09,116439.72,03/15/2025,2025-03-27,2025-03-26
PO007418,SUP001,PRD0023,WH04,583,583,48.11,28048.13,2025-07-17,2025-07-29,28-Jul-2025
PO007419,SUP006,PRD0070,WH06,1314,991,340.52,447443.28,,2024-11-17,28-Nov-2024
PO007420,SUP021,PRD0045,WH04,753,593,215.43,162218.79,2025-10-21,2025-11-10,2025-11-10
PO007421,SUP002,PRD0072,WH01,257,257,84.7,"$21,767.90",2024-10-31,2024-11-19,19-Nov-2024
PO007422,SUP005,PRD0007,WH01,703,703,22.74,15986.22,2024-11-08,2024-11-20,2024-11-20
PO007423,SUP016,PRD0061,WH04,1458,1458,53.16,77507.28,2025-08-24,12-Sep-2025,2025-09-11
PO007424,SUP024,PRD0018,WH04,1332,1332,162.04,"$215,837.28",03/08/2025,2025-03-20,18-Mar-2025
PO007425,SUP013,PRD0053,WH02,938,938,241.84,226845.92,2025-08-13,08/25/2025,2025/08/24
PO007426,SUP020,PRD0078,WH03,1397,1333,256.38,358162.86,2025/06/21,2025-07-31,2025-08-14
PO007427,SUP024,PRD0022,WH03,1001,1001,322.72,323042.72,2025-04-29,2025-05-11,2025-05-10
PO007428,SUP013,PRD0009,WH03,955,999999,$129.79,"$123,949.45",2024-06-13,06/25/2024,2024-06-23
PO007429,SUP010,PRD0010,WH05,291,219,42.31,12312.21,2024-09-28,18-Oct-2024,2024-11-11
PO007430,SUP005,PRD0013,WH04,169,169,127.58,21561.02,2025-08-10,2025-08-22,2025-08-22
PO007431,SUP010,PRD0058,WH06,545,545,293.23,"159,810.35",02/22/2025,03/14/2025,11-Mar-2025
PO007432,SUP006,PRD0034,WH01,1251,1251,,129491.01,2024-07-09,2024-08-11,2024-08-10
PO007433,SUP013,PRD0053,WH03,520,520,$241.84,125756.8,08/10/2024,2024-08-22,2024-08-19
PO007434,SUP017,PRD0019,WH06,853,853,382.47,326246.91,2025-06-11,20-Jun-2025,2025-06-18
PO007435,SUP001,PRD0067,WH06,541,541,100.13,54170.33,2024-05-01,2024-05-13,2024-05-11
PO007436,SUP001,PRD0020,WH02,995,995,224.3,"223,178.50",2024-03-17,2024-03-29,03/27/2024
PO007437,SUP022,PRD0033,WH03,572,572,341.2,195166.4,06/04/2025,06/13/2025,2025-06-11
PO007438,SUP004,PRD0057,WH06,590,590,$63.37,37388.3,2024-07-15,2024-07-30,2024-07-27
PO007439,SUP024,PRD0018,WH02,,66,162.04,10694.64,2025-06-04,2025-06-16,
PO007440,SUP010,PRD0040,WH04,363,363,257.63,93519.69,2024-12-28,01/17/2025,2025-02-07
PO007441,SUP024,PRD0011,WH06,521,521,100.18,52193.78,2025-11-09,11/21/2025,2025-11-21
PO007442,SUP006,PRD0070,WH06,1053,977,340.52,358567.56,2024/12/22,2025-01-24,2025-02-17
PO007443,SUP025,PRD0075,WH03,1024,1024,246.56,252477.44,2025-08-12,22-Aug-2025,2025-08-21
PO007444,SUP019,PRD0003,WH01,536,536,308.62,165420.32,2025-08-01,2025-09-05,2025-09-19
PO007445,SUP004,PRD0012,WH04,297,297,75.81,22515.57,2024-05-24,2024-06-08,2024/06/06
PO007446,SUP005,PRD0013,WH04,687,687,127.58,87647.46,2025-11-08,20-Nov-2025,2025-12-10
PO007447,SUP020,PRD0038,WH06,287,287,258.78,74269.86,22-May-2025,2025-07-01,01-Jul-2025
PO007448,SUP004,PRD0021,WH04,63,63,170.55,10744.65,2024-03-13,2024/03/28,2024-03-26
PO007449,SUP005,PRD0007,WH06,859,859,22.74,19533.66,2024-01-05,2024-01-17,2024-01-14
PO007450,SUP020,PRD0055,WH03,1005,1005,$270.14,271490.7,07/03/2024,,2024-08-18
PO007451,SUP005,PRD0068,WH05,587,587,364.7,214078.9,01/12/2024,2024-01-24,2024-01-22
PO007452,SUP016,PRD0025,WH06,771,771,167.97,129504.87,2024/08/31,19-Sep-2024,2024/09/17
PO007453,SUP010,PRD0042,WH06,,147,$134.36,21228.88,2025-11-08,2025-11-28,2025/11/28
PO007454,SUP008,PRD0006,WH02,1095,1095,208.45,228252.75,11/21/2024,2024-12-02,2024-12-01
PO007455,SUP001,PRD0067,WH04,951,951,100.13,95223.63,2024-01-17,2024-01-29,2024-01-28
PO007456,SUP025,PRD0075,WH05,1073,1073,246.56,264558.88,01-Dec-2024,2024-12-11,12/08/2024
PO007457,SUP004,PRD0015,WH06,218,218,272.68,59444.24,2024-05-28,06/12/2024,06/12/2024
PO007458,SUP004,PRD0015,WH03,1178,1178,272.68,321217.04,08/05/2025,2025-08-20,2025-08-19
PO007459,SUP018,PRD0060,WH03,220,220,380.72,"$83,758.40",02-Mar-2024,04/12/2024,2024/04/24
PO007460,SUP006,PRD0024,WH06,557,557,,"119,560.05",2025-06-07,2025-07-10,08-Jul-2025
PO007461,SUP013,PRD0009,WH05,1423,1423,129.79,184691.17,2024-10-30,2024-11-11,2024-11-08
PO007462,SUP006,PRD0027,WH04,238,213,299.68,71323.84,2024-01-13,2024-02-15,2024-03-02
PO007463,SUP006,PRD0027,WH05,230,200,299.68,68926.4,2025-04-02,2025-05-05,15-May-2025
PO007464,SUP012,PRD0052,WH05,836,609,211.44,176763.84,,2024/11/15,2024-11-15
PO007465,SUP005,PRD0068,WH01,363,363,$364.70,132386.1,2025-06-08,20-Jun-2025,2025-06-17
PO007466,SUP024,PRD0071,WH02,1420,"1,420",309.98,440171.6,2025-02-24,2025-03-08,2025/03/07
PO007467,SUP005,PRD0068,WH03,1168,1168,364.7,425969.6,2025-06-19,2025-07-01,2025-07-07
PO007468,SUP009,PRD0044,WH02,152,,$216.50,32908.0,2024-11-09,2024-11-20,2024-11-20
PO007469,SUP003,PRD0048,WH01,80,80,374.7,29976.0,2024-01-06,2024-02-10,2024-03-04
PO007470,SUP001,PRD0062,WH04,,582,184.46,107355.72,2024-03-29,10-Apr-2024,2024/04/08
PO007471,SUP014,PRD0039,WH06,1137,1137,208.12,236632.44,2024-11-08,2024-12-02,2024-11-29
PO007472,SUP020,PRD0055,WH01,1390,1390,270.14,375494.6,2024/09/27,06-Nov-2024,11/04/2024
PO007473,SUP003,PRD0077,WH02,908,908,77.5,70370.0,2025-06-24,07/29/2025,12-Aug-2025
PO007474,SUP010,PRD0042,WH06,1384,1384,134.36,185954.24,2024-10-06,2024-10-26,2024-10-25
PO007475,SUP006,PRD0070,WH03,583,583,340.52,198523.16,2025-08-07,09/09/2025,2025-09-06
PO007476,SUP004,PRD0015,WH01,761,761,272.68,207509.48,2024-05-07,22-May-2024,2024-05-21
PO007477,SUP008,PRD0006,WH01,264,264,208.45,55030.8,2024/09/18,2024-09-29,2024-09-29
PO007478,SUP020,PRD0059,WH06,1213,1213,$194.35,235746.55,2025-05-29,2025-07-08,2025-07-08
PO007479,SUP002,PRD0028,WH03,647,647,$239.80,"$155,150.60",2024-03-25,2024-04-13,2024-04-11
PO007480,SUP006,PRD0024,WH06,465,405,214.65,99812.25,2024-08-06,2024-09-08,2024-09-08
PO007481,SUP013,PRD0053,WH03,765,765,241.84,185007.6,2025-05-26,06/07/2025,2025-06-04
PO007482,SUP001,PRD0020,WH04,876,876,224.3,"196,486.80",2025-02-04,16-Feb-2025,2025-02-13
PO007483,SUP004,PRD0012,WH03,951,951,,72095.31,2025-06-13,2025-06-28,2025-06-25
PO007484,SUP004,PRD0057,WH01,160,160,63.37,10139.2,2024-12-16,2024/12/31,30-Dec-2024
PO007485,SUP004,PRD0015,WH04,,545,272.68,148610.6,2025-08-07,2025-08-22,2025-08-21
PO007486,SUP020,PRD0064,WH03,1491,1491,48.68,72581.88,2025-08-19,2025-09-28,2025-09-25
PO007487,SUP022,PRD0037,WH04,1388,1388,361.55,"$501,831.40",10/24/2025,2025-11-02,2025/10/31
PO007488,SUP019,PRD0046,WH03,491,366,,,2024-03-23,2024/04/27,05/10/2024
PO007489,SUP004,PRD0021,WH05,763,763,170.55,130129.65,02/06/2025,2025/02/21,2025-03-12
PO007490,SUP003,PRD0054,WH01,566,566,39.65,22441.9,2024/03/18,2024-04-22,2024-05-09
PO007491,SUP021,PRD0005,WH03,943,943,324.26,305777.18,2024-06-04,2024-06-24,06/21/2024
PO007492,SUP004,PRD0012,WH03,967,967,75.81,,2024-07-23,07-Aug-2024,08/05/2024
PO007493,SUP010,PRD0058,WH03,1483,"1,483",293.23,"$434,860.09",2025-03-15,04/04/2025,2025-04-09
PO007494,SUP019,PRD0003,WH02,,,$308.62,233933.96,20-Oct-2024,2024-11-24,2024-11-23
